WordNet ID,Name,Clutter,Difficulty,Scale,CNN similarity: highest ranked,Human similarity: highest ranked,Semantic similarity: highest ranked
n03594734,jean,2.1066,0.3673,0.6573,"jean, trench_coat, miniskirt, sock, cowboy_boot","jean, trench_coat, miniskirt, mailbag, bulletproof_vest","jean, hoopskirt, trench_coat, cardigan, kimono"
n03594945,jeep,2.5607,0.3200,0.4958,"jeep, minivan, beach_wagon, tow_truck, police_van","jeep, pickup, cab, grille, beach_wagon","jeep, sports_car, limousine, Model_T, ambulance"
n03595614,jersey,2.4187,0.3000,0.6858,"jersey, pajama, apron, bib, overskirt","jersey, cardigan, mitten, sweatshirt, brassiere","jersey, hoopskirt, trench_coat, kimono, suit"
n03598930,jigsaw_puzzle,2.2595,0.3514,0.9389,"jigsaw_puzzle, comic_book, letter_opener, tray, carton","marimba, jigsaw_puzzle, grand_piano, panpipe, violin","jigsaw_puzzle, crossword_puzzle, soccer_ball, pool_table, croquet_ball"
n03599486,jinrikisha,4.9662,0.1818,0.4861,"jinrikisha, bicycle-built-for-two, moped, tricycle, Model_T","jinrikisha, bobsled, snowplow, unicycle, bicycle-built-for-two","jinrikisha, horse_cart, oxcart, golfcart, tow_truck"
n03602883,joystick,2.3407,0.3400,0.4000,"joystick, hair_spray, cassette, projector, remote_control","oscilloscope, CD_player, joystick, hand-held_computer, cassette_player","joystick, switch, carousel, reel, hook"
n03617480,kimono,3.7197,0.2600,0.4322,"kimono, bow, vestment, pajama, groom","kimono, hoopskirt, academic_gown, trench_coat, gown","kimono, abaya, miniskirt, overskirt, hoopskirt"
n03623198,knee_pad,2.4252,0.3200,0.3462,"knee_pad, clog, miniskirt, trench_coat, sunglass","knee_pad, holster, backpack, jean, cowboy_boot","knee_pad, apron, pajama, military_uniform, miniskirt"
n03627232,knot,1.6644,0.2553,0.2089,"knot, bow, chain_mail, vine_snake, nail","knot, barracouta, bow, chain, cornet","knot, buckle, hair_slide, safety_pin, nail"
n03630383,lab_coat,4.1956,0.2200,0.4231,"lab_coat, stethoscope, sweatshirt, Windsor_tie, military_uniform","lab_coat, purse, cloak, fur_coat, potter's_wheel","lab_coat, fur_coat, trench_coat, poncho, hoopskirt"
n03633091,ladle,2.4526,0.7111,0.3034,"ladle, consomme, cleaver, spatula, wok","ladle, Dutch_oven, waffle_iron, hot_pot, espresso","ladle, mortar, caldron, barrel, bucket"
n03637318,lampshade,2.0757,0.5918,0.4054,"lampshade, table_lamp, spotlight, shield, electric_fan","lampshade, lighter, slot, table_lamp, stove","lampshade, tile_roof, bell_cote, birdhouse, fire_screen"
n03642806,laptop,3.2482,0.8163,0.5759,"laptop, notebook, desktop_computer, screen, mouse","laptop, oscilloscope, computer_keyboard, notebook, space_bar","laptop, notebook, hand-held_computer, desktop_computer, slide_rule"
n03649909,lawn_mower,3.1345,0.2200,0.4091,"lawn_mower, thresher, stretcher, golfcart, harvester","lawn_mower, moped, go-kart, tricycle, bicycle-built-for-two","lawn_mower, cleaver, power_drill, corkscrew, chain_saw"
n03657121,lens_cap,1.3024,0.7021,0.2351,"lens_cap, reflex_camera, carpenter's_kit, projector, cleaver","analog_clock, lens_cap, magnetic_compass, barometer, stopwatch","lens_cap, tile_roof, birdhouse, bell_cote, fire_screen"
n03658185,letter_opener,2.0883,0.7609,0.4309,"letter_opener, ballpoint, cleaver, Band_Aid, scabbard","can_opener, letter_opener, scabbard, bolo_tie, electric_guitar","letter_opener, cleaver, hatchet, plow, can_opener"
n03661043,library,3.5624,0.5000,0.9880,"library, bookshop, bookcase, tobacco_shop, fountain","library, bookcase, entertainment_center, china_cabinet, file","library, boathouse, planetarium, apiary, palace"
n03662601,lifeboat,1.4888,0.0625,0.3904,"lifeboat, speedboat, lakeside, pirate, wreck","lifeboat, speedboat, fireboat, schooner, yawl","lifeboat, speedboat, fireboat, yawl, gondola"
n03666591,lighter,1.9762,0.5510,0.2404,"lighter, matchstick, ballpoint, candle, screwdriver","lighter, spotlight, lampshade, jack-o'-lantern, table_lamp","lighter, combination_lock, reel, car_wheel, hook"
n03670208,limousine,2.9496,0.3125,0.4602,"limousine, car_wheel, beach_wagon, minivan, cab","minibus, moving_van, limousine, ambulance, trolleybus","limousine, sports_car, racer, convertible, minivan"
n03673027,liner,1.0795,0.0800,0.4277,"liner, dock, prison, aircraft_carrier, container_ship","liner, container_ship, aircraft_carrier, warplane, amphibian","liner, wreck, pirate, container_ship, catamaran"
n03676483,lipstick,2.5048,0.3556,0.1839,"lipstick, face_powder, loupe, sunglasses, lighter","lipstick, face_powder, hand_blower, spindle, bottlecap","lipstick, face_powder, lotion, perfume, sunscreen"
n03680355,Loafer,1.8781,0.3061,0.4633,"Loafer, clog, cowboy_boot, sandal, miniskirt","Loafer, sandal, running_shoe, clog, cowboy_boot","Loafer, running_shoe, sandal, cowboy_boot, clog"
n03690938,lotion,2.4714,0.4694,0.3927,"lotion, sunscreen, hair_spray, perfume, pill_bottle","lotion, perfume, nipple, pop_bottle, whiskey_jug","lotion, face_powder, lipstick, perfume, sunscreen"
n03691459,loudspeaker,2.1551,0.5200,0.5885,"loudspeaker, home_theater, CD_player, projector, spotlight","oscilloscope, loudspeaker, CD_player, notebook, tape_player","loudspeaker, microphone, combination_lock, violin, flute"
n03692522,loupe,2.2540,0.7708,0.3755,"loupe, hand_blower, hair_spray, stethoscope, spotlight","waffle_iron, ocarina, paintbrush, trombone, marimba","loupe, radio_telescope, guillotine, magnetic_compass, scale"
n03697007,lumbermill,2.6692,0.2449,0.9500,"lumbermill, crane, boathouse, rain_barrel, plow","lumbermill, cannon, mountain_bike, projectile, bobsled","lumbermill, viaduct, steel_arch_bridge, cinema, mosque"
n03706229,magnetic_compass,1.6261,0.4167,0.5490,"magnetic_compass, analog_clock, wall_clock, stopwatch, barometer","magnetic_compass, stopwatch, analog_clock, barometer, wall_clock","magnetic_compass, loupe, guillotine, radio_telescope, odometer"
n03709823,mailbag,1.9245,0.4694,0.7545,"mailbag, purse, backpack, wallet, pencil_box","mailbag, backpack, purse, wallet, jean","mailbag, sleeping_bag, purse, backpack, plastic_bag"
n03710193,mailbox,1.8787,0.2600,0.3919,"mailbox, ashcan, parking_meter, park_bench, stove","mailbox, school_bus, gas_pump, turnstile, slot","mailbox, chest, pencil_box, crate, carton"
n03710637,maillot,4.2018,0.8400,0.1865,"maillot, maillot, bikini, brassiere, swimming_trunks","maillot, maillot, bikini, trench_coat, hoopskirt","maillot, Christmas_stocking, sock, sweatshirt, maillot"
n03710721,maillot,4.1481,0.6939,0.1597,"maillot, maillot, bikini, swimming_trunks, bathing_cap","maillot, maillot, bikini, bathing_cap, sarong","maillot, bikini, swimming_trunks, hoopskirt, trench_coat"
n03717622,manhole_cover,0.8677,0.1000,0.6243,"manhole_cover, shield, chain_mail, golf_ball, wall_clock","manhole_cover, brass, grand_piano, violin, French_horn","manhole_cover, bottlecap, nipple, suit, cardigan"
n03720891,maraca,3.2068,0.4082,0.1454,"maraca, ladle, spatula, rubber_eraser, nipple","maraca, French_horn, trombone, bassoon, electric_guitar","maraca, steel_drum, chime, drum, gong"
n03721384,marimba,3.5313,0.1633,0.3644,"marimba, flute, barrow, electric_guitar, nail","marimba, cornet, flute, harp, panpipe","marimba, chime, gong, drum, steel_drum"
n03724870,mask,3.1779,0.6122,0.4759,"mask, sunglass, sunglasses, oxygen_mask, cleaver","mask, breastplate, miniskirt, academic_gown, volleyball","mask, cardigan, diaper, swimming_trunks, maillot"
n03729826,matchstick,1.5617,0.4865,0.1189,"matchstick, lighter, wooden_spoon, ballpoint, candle","matchstick, cornet, sax, harp, cello","matchstick, spindle, flagpole, drumstick, crutch"
n03733131,maypole,2.9388,0.0600,0.2170,"maypole, groom, gown, alp, bubble","maypole, yurt, radio_telescope, paddle, sundial","maypole, tripod, neck_brace, pier, combination_lock"
n03733281,maze,1.5437,0.1400,0.6175,"maze, gong, waffle_iron, sundial, sandal","maze, stone_wall, cliff_dwelling, church, vault","maze, television, iPod, radio, flute"
n03733805,measuring_cup,2.2825,0.4286,0.5185,"measuring_cup, beaker, coffee_mug, cup, pitcher","measuring_cup, Crock_Pot, goblet, espresso, pop_bottle","measuring_cup, mixing_bowl, jinrikisha, water_bottle, water_jug"
n03742115,medicine_chest,3.2754,0.4762,0.6583,"medicine_chest, chiffonier, wardrobe, plate_rack, china_cabinet","medicine_chest, plate_rack, china_cabinet, bookcase, microwave","medicine_chest, china_cabinet, toilet_seat, park_bench, studio_couch"
n03743016,megalith,0.8672,0.2222,0.3384,"megalith, palace, cliff_dwelling, triumphal_arch, cliff","megalith, cliff, viaduct, palace, stone_wall","megalith, triumphal_arch, brass, suspension_bridge, viaduct"
n03759954,microphone,2.5227,0.5800,0.1922,"microphone, electric_guitar, cornet, harmonica, stage","electric_guitar, cello, harp, oboe, banjo","microphone, loudspeaker, combination_lock, violin, barometer"
n03761084,microwave,3.7565,0.5200,0.1063,"microwave, television, dishwasher, space_heater, digital_clock","microwave, bookcase, plate_rack, entertainment_center, vending_machine","microwave, espresso_maker, rotisserie, toaster, waffle_iron"
n03763968,military_uniform,3.8591,0.4318,0.5446,"military_uniform, pickelhaube, bulletproof_vest, assault_rifle, sweatshirt","military_uniform, bearskin, bulletproof_vest, pickelhaube, breastplate","military_uniform, fur_coat, mortarboard, shower_cap, football_helmet"
n03764736,milk_can,2.1179,0.4600,0.4463,"milk_can, barrel, water_jug, barrow, cocktail_shaker","milk_can, coffeepot, rain_barrel, bucket, vase","milk_can, mixing_bowl, pop_bottle, water_bottle, water_jug"
n03769881,minibus,3.0187,0.1915,0.4942,"minibus, minivan, police_van, tow_truck, beach_wagon","minibus, ambulance, trolleybus, moving_van, recreational_vehicle","minibus, school_bus, trolleybus, bullet_train, catamaran"
n03770439,miniskirt,4.9215,0.5510,0.0712,"miniskirt, trench_coat, suit, sock, backpack","miniskirt, trench_coat, maillot, sarong, fur_coat","miniskirt, overskirt, hoopskirt, sarong, poncho"
n03770679,minivan,2.3919,0.5652,0.5581,"minivan, beach_wagon, car_wheel, cab, limousine","ambulance, minibus, minivan, trolleybus, half_track","minivan, sports_car, ambulance, jeep, limousine"
n03773504,missile,2.3174,0.5306,0.2775,"missile, projectile, warplane, sundial, tank","missile, cannon, crane, projectile, paddle","missile, bow, projectile, assault_rifle, revolver"
n03775071,mitten,1.9634,0.3200,0.6193,"mitten, wool, Christmas_stocking, sock, stole","mitten, brassiere, poncho, cardigan, maillot","mitten, fur_coat, shower_cap, mortarboard, football_helmet"
n03775546,mixing_bowl,2.0846,0.2553,0.5770,"mixing_bowl, cup, vase, thimble, bucket","mixing_bowl, espresso, goblet, teapot, coffeepot","mixing_bowl, soup_bowl, Petri_dish, beer_glass, crate"
n03776460,mobile_home,2.6937,0.4750,0.3844,"mobile_home, moving_van, trailer_truck, pickup, crate","mobile_home, barn, passenger_car, yurt, chainlink_fence","mobile_home, cliff_dwelling, yurt, cinema, suspension_bridge"
n03777568,Model_T,2.8017,0.1000,0.6779,"Model_T, tricycle, jinrikisha, bicycle-built-for-two, moped","Model_T, ambulance, fire_engine, harvester, thresher","Model_T, sports_car, racer, convertible, minivan"
n03777754,modem,1.9554,0.4000,0.4954,"modem, remote_control, cassette, notebook, space_heater","oscilloscope, notebook, CD_player, cassette_player, laptop","modem, monitor, cassette_player, CD_player, tape_player"
n03781244,monastery,2.0925,0.4400,0.8438,"monastery, bell_cote, castle, palace, church","monastery, palace, church, bell_cote, triumphal_arch","monastery, palace, mosque, library, church"
n03782006,monitor,3.1292,0.8571,0.3885,"monitor, desktop_computer, screen, desk, mouse","desk, entertainment_center, monitor, notebook, oscilloscope","monitor, CD_player, cassette_player, cellular_telephone, tape_player"
n03785016,moped,3.2600,0.4800,0.5299,"moped, mountain_bike, bicycle-built-for-two, unicycle, motor_scooter","moped, go-kart, tricycle, unicycle, bicycle-built-for-two","moped, minivan, jeep, Model_T, limousine"
n03786901,mortar,2.2889,0.3469,0.5054,"mortar, ladle, soap_dispenser, eggnog, wooden_spoon","teapot, espresso, mortar, mixing_bowl, coffeepot","mortar, washbasin, tub, bucket, pitcher"
n03787032,mortarboard,4.0295,0.3600,0.1328,"mortarboard, academic_gown, abaya, sweatshirt, umbrella","mortarboard, academic_gown, bow_tie, kimono, hoopskirt","mortarboard, bathing_cap, shower_cap, bearskin, sombrero"
n03788195,mosque,2.0610,0.1333,0.7037,"mosque, dome, palace, monastery, tile_roof","mosque, bell_cote, palace, obelisk, stupa","mosque, church, stupa, palace, monastery"
n03788365,mosquito_net,2.7983,0.1429,0.7823,"mosquito_net, quilt, shower_curtain, plastic_bag, bassinet","mosquito_net, quilt, four-poster, crib, bassinet","mosquito_net, fire_screen, window_screen, tile_roof, thatch"
n03791053,motor_scooter,3.0153,0.1957,0.6096,"motor_scooter, moped, crash_helmet, bulletproof_vest, go-kart","motor_scooter, moped, go-kart, disk_brake, unicycle","motor_scooter, minivan, beach_wagon, jeep, racer"
n03792782,mountain_bike,4.0538,0.2449,0.2168,"mountain_bike, moped, unicycle, alp, disk_brake","mountain_bike, cannon, bicycle-built-for-two, unicycle, moped","mountain_bike, bicycle-built-for-two, ambulance, beach_wagon, racer"
n03792972,mountain_tent,1.9800,0.1200,0.3143,"mountain_tent, sleeping_bag, mosquito_net, shovel, balloon","mountain_tent, cliff, viaduct, valley, boathouse","mountain_tent, steel_arch_bridge, viaduct, cinema, church"
n03793489,mouse,2.2512,0.6400,0.1514,"mouse, screen, desktop_computer, notebook, monitor","mouse, photocopier, CD_player, oscilloscope, printer","mouse, screen, combination_lock, switch, joystick"
n03794056,mousetrap,1.9173,0.3200,0.3423,"mousetrap, purse, running_shoe, crate, guinea_pig","mousetrap, Border_terrier, Irish_setter, Rhodesian_ridgeback, cocker_spaniel","mousetrap, spider_web, combination_lock, violin, odometer"
n03796401,moving_van,2.9012,0.5510,0.6193,"moving_van, police_van, trailer_truck, mobile_home, garbage_truck","moving_van, trolleybus, minibus, ambulance, trailer_truck","moving_van, police_van, pickup, fire_engine, tow_truck"
n03803284,muzzle,1.8464,0.7551,0.2700,"muzzle, boxer, American_Staffordshire_terrier, Doberman, Chesapeake_Bay_retriever","Rottweiler, Walker_hound, Irish_setter, Rhodesian_ridgeback, muzzle","muzzle, hair_slide, screw, safety_pin, seat_belt"
n03804744,nail,1.4877,0.4000,0.1111,"nail, screw, screwdriver, worm_fence, spindle","nail, cornet, bassoon, flute, French_horn","nail, knot, combination_lock, safety_pin, buckle"
n03814639,neck_brace,3.8811,0.5600,0.0811,"neck_brace, sock, maillot, trench_coat, brassiere","neck_brace, wig, miniskirt, mask, ski_mask","neck_brace, pier, maypole, tripod, combination_lock"
n03814906,necklace,1.3578,0.1837,0.6981,"necklace, chain, hook, safety_pin, hair_slide","necklace, spindle, oboe, harmonica, electric_guitar","necklace, violin, Polaroid_camera, pillow, swing"
n03825788,nipple,2.5512,0.3478,0.0561,"nipple, wooden_spoon, bow_tie, stethoscope, face_powder","nipple, whiskey_jug, mixing_bowl, beaker, teapot","nipple, bottlecap, manhole_cover, maillot, jersey"
n03832673,notebook,2.7024,0.7600,0.6508,"notebook, laptop, screen, mouse, desktop_computer","notebook, CD_player, oscilloscope, printer, space_bar","notebook, laptop, hand-held_computer, desktop_computer, slide_rule"
n03837869,obelisk,1.8705,0.3061,0.1784,"obelisk, pedestal, bell_cote, monastery, sundial","obelisk, mosque, stupa, bell_cote, castle","obelisk, totem_pole, steel_arch_bridge, viaduct, cinema"
n03838899,oboe,3.8187,0.4082,0.2533,"oboe, flute, sax, bassoon, violin","oboe, cello, harp, electric_guitar, banjo","oboe, bassoon, sax, flute, accordion"
n03840681,ocarina,2.0692,0.2600,0.4006,"ocarina, prison, harmonica, bonnet, bottlecap","ocarina, spindle, trombone, cleaver, maraca","ocarina, flute, panpipe, accordion, harmonica"
n03841143,odometer,2.0452,0.0455,0.4409,"odometer, stopwatch, analog_clock, digital_watch, radio","odometer, parking_meter, Polaroid_camera, disk_brake, electric_fan","odometer, hourglass, digital_clock, wall_clock, digital_watch"
n03843555,oil_filter,2.2789,0.4082,0.4399,"oil_filter, thimble, saltshaker, disk_brake, oxygen_mask","oil_filter, barometer, disk_brake, analog_clock, hourglass","oil_filter, strainer, combination_lock, violin, barometer"
n03854065,organ,2.0678,0.2292,0.6171,"organ, fire_screen, altar, window_shade, chainlink_fence","organ, throne, altar, triumphal_arch, theater_curtain","organ, trombone, cornet, bassoon, harmonica"
n03857828,oscilloscope,1.7937,0.1200,0.7742,"oscilloscope, radio, switch, analog_clock, cassette_player","oscilloscope, CD_player, hand-held_computer, notebook, cassette_player","oscilloscope, cassette_player, monitor, modem, cellular_telephone"
n03866082,overskirt,2.9130,0.8000,0.5180,"overskirt, hoopskirt, gown, vestment, cloak","sweatshirt, overskirt, trench_coat, apron, stole","overskirt, hoopskirt, sarong, miniskirt, poncho"
n03868242,oxcart,4.3557,0.3600,0.3825,"oxcart, ox, horse_cart, plow, tractor","oxcart, horse_cart, thresher, plow, ox","oxcart, horse_cart, jinrikisha, Model_T, police_van"
n03868863,oxygen_mask,3.3033,0.5600,0.1337,"oxygen_mask, gasmask, mask, oil_filter, projector","chain_saw, tripod, hand_blower, oxygen_mask, screwdriver","oxygen_mask, snorkel, combination_lock, violin, barometer"
n03871628,packet,2.0547,0.4651,0.6170,"packet, envelope, letter_opener, Band_Aid, bath_towel","measuring_cup, packet, Crock_Pot, confectionery, waffle_iron","packet, mixing_bowl, pop_bottle, water_bottle, water_jug"
